Χαλαχ	Genesis 10:11	5142
Δασεμ	Genesis 10:12	5145
Λουδιιμ	Genesis 10:13	5162
Ενεμετιιμ	Genesis 10:13	5165
Λαβιιμ	Genesis 10:13	5168
Νεφθαλείμ	Genesis 10:13	5171
Πατροσωνιιμ	Genesis 10:14	5174
Χασλωνιιμ	Genesis 10:14	5177
ὅθεν	Genesis 10:14	5178
Φυλιστιιμ	Genesis 10:14	5181
Καφθοριιμ	Genesis 10:14	5184
Σιδών	Genesis 10:15	5189
Χετταῖος	Genesis 10:15	5193
Ιεβουσαῖος	Genesis 10:16	5196
Ἀμορραῖος	Genesis 10:16	5199
Γεργεσαῖος	Genesis 10:16	5202
Ευαῖος	Genesis 10:17	5205
Αρουκαῖος	Genesis 10:17	5208
Ασενναῖος	Genesis 10:17	5211
Ἀράδιος	Genesis 10:18	5214
Σαμαραῖος	Genesis 10:18	5217
Αμαθι	Genesis 10:18	5220
Χαναναῖος	Genesis 10:18	5228
ὅριον	Genesis 10:19	5232
ἔρχομαι	Genesis 10:19	5238
Γεραρα	Genesis 10:19	5240
Γάζα	Genesis 10:19	5242
Σόδομα	Genesis 10:19	5245
Γόμορρα	Genesis 10:19	5247
Αδαμα	Genesis 10:19	5248
Σεβωιμ	Genesis 10:19	5250
Λασα	Genesis 10:19	5252
χώρα	Genesis 10:20	5265
Ἐβέρ	Genesis 10:21	5282
Αιλαμ	Genesis 10:22	5289
Ἀρφαξάδ	Genesis 10:22	5293
Λουδ	Genesis 10:22	5295
Ἀράμ	Genesis 10:22	5297
Ως	Genesis 10:23	5303
Ουλ	Genesis 10:23	5305
Γαθερ	Genesis 10:23	5307
Σαλά	Genesis 10:24	5319
Φάλεκ	Genesis 10:25	5334
διαμερίζω	Genesis 10:25	5340
Ιεκταν	Genesis 10:25	5348
Ελμωδαδ	Genesis 10:26	5353
Σαλεφ	Genesis 10:26	5356
Ασαρμωθ	Genesis 10:26	5358
Ιαραχ	Genesis 10:26	5360
Οδορρα	Genesis 10:27	5362
Αιζηλ	Genesis 10:27	5364
Δεκλα	Genesis 10:27	5366
Αβιμεηλ	Genesis 10:28	5368
Σαβευ	Genesis 10:28	5370
Ουφιρ	Genesis 10:29	5372
Ιωβαβ	Genesis 10:29	5376
κατοίκησις	Genesis 10:30	5384
Μασση	Genesis 10:30	5387
Σωφηρα	Genesis 10:30	5391
χεῖλος	Genesis 11:1	5442
πλησίον	Genesis 11:3	5468
δεῦτε	Genesis 11:3	5469
πλινθεύω	Genesis 11:3	5470
πλίνθος	Genesis 11:3	5471
ὀπτάω	Genesis 11:3	5473
πῦρ	Genesis 11:3	5475
πηλός	Genesis 11:3	5488
πύργος	Genesis 11:4	5496
καταβαίνω	Genesis 11:5	5517
συγχέω	Genesis 11:7	5559
παύω	Genesis 11:8	5583
σύγχυσις	Genesis 11:9	5596
τετρακόσιοι	Genesis 11:13	5675
Ῥαγαῦ	Genesis 11:18	5781
Σερούχ	Genesis 11:20	5811
Ναχώρ	Genesis 11:22	5840
Θάρα	Genesis 11:24	5868
Αβραμ	Genesis 11:26	5897
Αρραν	Genesis 11:26	5903
Λώτ	Genesis 11:27	5923
ἐνώπιος	Genesis 11:28	5927
Χαλδαῖος	Genesis 11:28	5941
Σαρα	Genesis 11:29	5953
Μελχα	Genesis 11:29	5959
Ιεσχα	Genesis 11:29	5966
στείρος	Genesis 11:30	5970
τεκνοποιέω	Genesis 11:30	5973
νύμφη	Genesis 11:31	5994
Χαρράν	Genesis 11:31	6017
συγγένεια	Genesis 12:1	6049
δεικνύω	Genesis 12:1	6064
μεγαλύνω	Genesis 12:2	6075
ἐνευλογέω	Genesis 12:3	6093
καθάπερ	Genesis 12:4	6104
λαλέω	Genesis 12:4	6105
οἴχομαι	Genesis 12:4	6109
ὑπάρχοντα	Genesis 12:5	6140
διοδεύω	Genesis 12:6	6163
τόπος	Genesis 12:6	6173
Συχέμ	Genesis 12:6	6174
δρῦς	Genesis 12:6	6177
τότε	Genesis 12:6	6183
ἀφίστημι	Genesis 12:8	6212
Βαιθηλ	Genesis 12:8	6219
Αγγαι	Genesis 12:8	6230
ἀπαίρω	Genesis 12:9	6246
στρατοπεδεύω	Genesis 12:9	6250
ἔρημος	Genesis 12:9	6253
λιμός	Genesis 12:10	6256
Αἴγυπτος	Genesis 12:10	6264
παροικέω	Genesis 12:10	6265
ἐνισχύω	Genesis 12:10	6268
ἐγγίζω	Genesis 12:11	6277
εὐπρόσωπος	Genesis 12:11	6292
Αἰγύπτιος	Genesis 12:12	6301
περιποιέω	Genesis 12:12	6312
